name,artist,album,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
Ponme al Dia,Yandel,Quien Contra Mi 2,52,0.802,0.754,11,-6.046,1,0.0435,0.234,1.38e-06,0.175,0.702,92.016,254254,4,reggae
A dónde voy (feat. Daddy Yankee),Cosculluela,Blanco Perla,48,0.713,0.794,9,-4.223,0,0.247,0.052,0.0,0.287,0.838,174.082,249200,4,reggae
La Carita,Mora,Primer Dia de Clases,55,0.884,0.665,0,-5.209,1,0.188,0.149,0.0,0.106,0.91,94.957,192000,4,reggae
Your House,Steel Pulse,True Democracy,53,0.707,0.716,10,-8.962,0,0.0879,0.057,4.25e-06,0.36,0.966,154.118,222600,4,reggae
Johnny B. Goode - 2002 Remaster,Peter Tosh,Mama Africa,59,0.749,0.849,4,-5.761,0,0.0544,0.0299,0.000168,0.115,0.959,145.169,244253,4,reggae
OK Fred,Errol Dunkley,Reggae Chartbusters Vol. 6,40,0.714,0.682,7,-7.169,1,0.0554,0.0998,0.00186,0.275,0.736,94.098,232160,4,reggae
Murder She Wrote,Chaka Demus & Pliers,Tease Me,65,0.883,0.733,11,-9.153,0,0.128,0.161,0.00026,0.334,0.947,95.103,245000,4,reggae
Hills And Valleys,Buju Banton,Inna Heights,54,0.687,0.544,3,-8.642,1,0.162,0.477,0.0,0.0937,0.742,72.082,273040,4,reggae
Waiting In Vain,Bob Marley & The Wailers,Legend - The Best Of Bob Marley And The Wailers,54,0.838,0.453,8,-11.536,1,0.31,0.025,2.42e-05,0.116,0.815,78.837,256493,4,reggae
A Message to You Rudy - 2015 Remaster,The Specials,The Specials (Deluxe Version),61,0.903,0.452,0,-8.491,1,0.0505,0.105,5.18e-05,0.27,0.969,102.742,172920,4,reggae
Welcome To Jamrock,Damian Marley,Welcome to Jamrock,66,0.836,0.661,7,-6.502,0,0.338,0.0208,0.0,0.449,0.753,76.71,213200,4,reggae
Many Rivers To Cross,Jimmy Cliff,"Wonderful World, Beautiful People",48,0.399,0.212,5,-16.03,1,0.0747,0.7,0.000434,0.116,0.149,137.76,164067,4,reggae
Who Knows,Protoje,Ancient Future,56,0.683,0.724,5,-4.436,0,0.0988,0.0909,0.0,0.339,0.741,80.932,208467,4,reggae
"You Don't Love Me (No, No, No) - Extended Mix",Dawn Penn,"No, No, No",61,0.811,0.428,7,-10.728,1,0.221,0.0122,0.317,0.344,0.653,80.962,277893,4,reggae
Wild World,Maxi Priest,Maxi,54,0.763,0.352,0,-11.789,1,0.0555,0.261,8.45e-05,0.0791,0.732,83.993,218427,4,reggae
Here I Come,Barrington Levy,Reggae Anthology: Sweet Reggae Music (1979-84),55,0.586,0.663,4,-6.547,0,0.0825,0.161,0.0,0.198,0.693,170.743,217200,4,reggae
Brigadier Sabari,Alpha Blondy,Jah Glory - Remastered Edition,33,0.879,0.73,10,-6.795,0,0.163,0.245,3.35e-06,0.287,0.957,88.293,284000,4,reggae
I Shot The Sheriff,The Wailers,Legend (Deluxe Edition),51,0.802,0.648,8,-9.228,1,0.184,0.35,3.99e-05,0.06,0.685,96.853,280600,4,reggae
Soul Rebel,The Gladiators,Summer Reggae,38,0.827,0.333,0,-12.388,1,0.0419,0.0204,0.000703,0.0665,0.698,84.302,234653,4,reggae
Bam Bam,Sister Nancy,One Two,64,0.722,0.605,5,-6.07,1,0.153,0.825,0.0178,0.248,0.709,165.998,196507,4,reggae
"Now That We Found Love - 12"" Version",Third World,Reggae Ambassadors: 20th Anniversary Collection,40,0.723,0.539,10,-14.0,0,0.0684,0.00191,0.00164,0.309,0.556,118.549,495467,4,reggae
Pass The Dutchie,Musical Youth,Anthology,67,0.805,0.418,7,-14.374,1,0.0979,0.459,0.0,0.288,0.966,149.724,205427,4,reggae
Rock Away,Beres Hammond,Music Is Life,51,0.722,0.544,8,-5.924,1,0.075,0.0969,0.0,0.0836,0.805,83.789,239200,4,reggae
I Got You Babe,UB40,Baggariddim,63,0.756,0.61,5,-13.002,1,0.0709,0.0806,7.89e-05,0.114,0.863,173.818,189093,4,reggae
54-46 Was My Number,Toots & The Maytals,In The Dark,54,0.685,0.36,0,-9.572,1,0.0568,0.18,0.0,0.112,0.597,160.448,204027,4,reggae
"Baby, I Love Your Way",Big Mountain,The Best of Big Mountain,65,0.651,0.747,1,-7.269,0,0.0699,0.0528,0.0,0.207,0.776,147.518,249520,4,reggae
Mount Zion Medley,Morgan Heritage,Morgan Heritage Family & Friends Vol. 1,47,0.638,0.415,10,-13.1,0,0.362,0.155,0.0,0.141,0.812,137.551,357214,4,reggae
Je sais pas jouer,Pierpoljak,Kingston Karma,47,0.865,0.47,8,-6.191,0,0.0734,0.00509,0.0,0.148,0.757,80.521,249667,4,reggae
Shine,Aswad,Cool Summer Reggae,35,0.757,0.871,2,-5.543,0,0.0507,0.014,0.00246,0.0544,0.553,104.994,226467,4,reggae
Try Jah Love,Third World,Reggae Ambassadors: 20th Anniversary Collection,40,0.761,0.581,1,-13.548,0,0.0386,0.0952,0.0,0.14,0.891,111.808,409933,4,reggae
Reggae Night,Jimmy Cliff,The Power And The Glory,51,0.851,0.514,0,-13.312,1,0.0362,0.292,1.98e-05,0.0683,0.965,109.357,320227,4,reggae
The Tide Is High - Stereo Version,The Paragons,On the Beach: The Anthology,47,0.452,0.433,7,-9.189,1,0.0291,0.241,0.0,0.472,0.832,96.285,161973,4,reggae
I'm Still in Love,Alton Ellis,Reggae Max: Alton Ellis,48,0.835,0.472,7,-12.176,1,0.233,0.063,0.0,0.28,0.86,86.055,225733,4,reggae
Boombastic,Shaggy,Boombastic,68,0.867,0.538,2,-16.183,1,0.361,0.242,1.75e-05,0.316,0.781,158.328,249933,4,reggae
Here Comes the Hotstepper - Heartical Mix,Ini Kamoze,Here Comes The Hotstepper,63,0.889,0.454,4,-8.598,0,0.221,0.0141,0.000186,0.203,0.436,100.36,250467,4,reggae
Kingston Town,UB40,Labour Of Love II,49,0.956,0.254,8,-13.264,1,0.0551,0.156,0.0362,0.0362,0.8,102.071,228293,4,reggae
Is This Love,Bob Marley & The Wailers,Kaya,74,0.776,0.559,6,-8.375,0,0.103,0.11,0.0,0.0671,0.758,122.242,232200,4,reggae
War Ina Babylon,Max Romeo,War Ina Babylon (Expanded Edition),44,0.681,0.713,7,-6.736,1,0.105,0.0624,0.0,0.0565,0.893,73.618,290627,4,reggae
Under Me Sensi,Barrington Levy,Reggae Anthology: Sweet Reggae Music (1979-84),48,0.688,0.653,0,-6.675,1,0.137,0.0199,0.0,0.199,0.501,75.728,192493,4,reggae
Sûr et certain,Tonton David,Allez leur dire,37,0.724,0.881,7,-8.133,1,0.0348,0.228,0.000478,0.0641,0.969,144.098,235627,4,reggae
Be Strong,Sizzla,The Journey - The Very Best Of Sizzla Kalonji,38,0.72,0.736,4,-6.38,0,0.316,0.564,0.0,0.122,0.606,83.923,218560,4,reggae
I'm Still in Love with You (feat. Sasha),Sean Paul,Dutty Rock (20th Anniversary),67,0.765,0.666,7,-5.384,1,0.172,0.103,0.0,0.116,0.757,87.002,273360,4,reggae
Handsworth Revolution,Steel Pulse,Reggae Greats,46,0.913,0.427,10,-15.221,1,0.114,0.0275,1.66e-06,0.0767,0.804,118.028,322000,4,reggae
Tomorrow People,Ziggy Marley & The Melody Makers,Conscious Party,52,0.714,0.561,10,-12.986,1,0.0421,0.221,0.0,0.116,0.647,96.12,218440,4,reggae
Youth Dem Cold,Richie Spice,In The Streets To Africa,48,0.624,0.719,8,-6.034,0,0.344,0.0262,0.0,0.368,0.781,82.571,225507,4,reggae
Sweat (A La La La La Long),Inner Circle,Blazzin' Fire,69,0.787,0.728,0,-7.705,1,0.218,0.0124,0.0,0.157,0.94,173.026,227067,4,reggae
It's A Pity,Tanya Stephens,Gangsta Blues,48,0.691,0.808,7,-6.871,1,0.361,0.107,0.0,0.0187,0.887,139.713,254947,4,reggae
Africain à Paris,Tiken Jah Fakoly,The African,27,0.782,0.591,6,-8.222,0,0.041,0.284,2.66e-06,0.38,0.864,96.061,233027,4,reggae
Buffalo Soldier,Bob Marley & The Wailers,Confrontation,70,0.929,0.463,9,-8.651,1,0.308,0.142,5.26e-06,0.0634,0.757,124.084,255840,4,reggae
I Am Not Afraid,Etana,Strictly The Best Vol. 39,31,0.677,0.574,7,-7.388,1,0.246,0.233,0.0,0.0594,0.821,82.013,238653,4,reggae
Always On My Mind (feat. Sean Paul) - Remix,Da'ville,On My Mind,34,0.705,0.753,5,-5.47,1,0.0949,0.0284,0.0,0.0873,0.711,83.98,226613,4,reggae
Cant Satisfy Her,I Wayne,Lava Ground,54,0.672,0.711,11,-4.652,0,0.316,0.14,0.0,0.151,0.759,86.747,221867,4,reggae
Chacun sa route,KOD,Chacun sa route,43,0.761,0.779,7,-7.792,1,0.223,0.0626,0.0,0.256,0.884,166.951,181347,4,reggae
Is This Love - Montmartre Remix,Bob Marley & The Wailers,Is This Love (Montmartre Remix),54,0.626,0.604,6,-7.23,0,0.142,0.0897,0.0,0.122,0.495,122.943,269404,4,reggae
Closer to the Sun,Slightly Stoopid,Closer to the Sun,64,0.572,0.728,7,-5.534,1,0.0275,0.203,0.00263,0.231,0.535,75.179,145560,4,reggae
Amber,311,From Chaos,63,0.663,0.697,0,-9.442,1,0.0473,0.156,0.0224,0.0663,0.744,166.001,206973,4,reggae
Downpressor Man,Peter Tosh,Equal Rights (Legacy Edition),41,0.82,0.499,5,-9.813,1,0.0659,0.00671,0.000266,0.0669,0.885,148.565,385187,4,reggae
Soul Rebel - 1990 Digital Remaster,The Gladiators,Dreadlocks The Time Is Now,53,0.822,0.324,0,-12.85,1,0.0422,0.021,0.000302,0.0647,0.698,84.3,237000,4,reggae
The Same Song - Edit,Israel Vibration,The Same Song,43,0.924,0.546,8,-6.583,0,0.233,0.141,0.00136,0.0361,0.685,123.33,239613,4,reggae
Zion's Blood,The Upsetters,Super Ape,33,0.798,0.524,2,-10.725,0,0.112,0.532,0.056,0.0561,0.66,133.442,235400,4,reggae
"Get Up, Stand Up",The Wailers,Marley (The Original Soundtrack),57,0.772,0.501,10,-9.56,1,0.421,0.163,0.0,0.0725,0.771,77.882,197840,4,reggae
007 (Shanty Town),Desmond Dekker,007 Shanty Town,53,0.831,0.65,9,-4.508,1,0.0601,0.155,0.262,0.105,0.826,101.681,152867,4,reggae
Concrete Jungle,Bob Marley & The Wailers,Catch A Fire,56,0.837,0.666,2,-7.187,1,0.132,0.218,5.33e-06,0.134,0.78,96.083,253960,4,reggae
Ali Baba,John Holt,Like a Bolt (Expanded Version),41,0.852,0.528,10,-9.065,1,0.0602,0.531,0.00358,0.0705,0.874,79.364,160080,4,reggae
Two Sevens Clash,Culture,Two Sevens Clash (40th Anniversary Edition),41,0.774,0.64,9,-6.614,0,0.1,0.00461,0.0,0.0868,0.665,136.427,209187,4,reggae
Don't Let Me Down,Marcia Griffiths,Play Me Sweet and Nice,45,0.691,0.662,4,-10.045,1,0.053,0.404,0.00509,0.465,0.947,157.367,204533,4,reggae
Stepping Razor,Peter Tosh,Equal Rights (Legacy Edition),45,0.865,0.654,7,-8.113,1,0.0731,0.00156,1.53e-06,0.0543,0.706,127.513,347053,4,reggae
Tradition,Burning Spear,Marcus Garvey,38,0.688,0.48,1,-10.669,1,0.143,0.0113,0.299,0.0521,0.798,154.717,210653,4,reggae
Satta - Amassa - Gana,The Abyssinians,Super Best,36,0.564,0.761,1,-4.448,0,0.0695,0.314,0.0,0.512,0.7,74.588,221588,4,reggae
Soldiers,Steel Pulse,Reggae Greats,34,0.812,0.323,11,-15.663,0,0.276,0.0606,4.48e-05,0.138,0.805,132.668,276867,4,reggae
Let Down,Easy Star All-Stars,Radiodread,44,0.746,0.582,9,-6.283,1,0.0394,0.12,2.44e-05,0.0831,0.914,113.058,284387,4,reggae
No Sympathy,Peter Tosh,Legalize It (Legacy Edition),36,0.735,0.521,11,-11.064,0,0.13,0.015,1.16e-05,0.0842,0.635,78.249,275760,4,reggae
Kaya,Bob Marley & The Wailers,Kaya,57,0.827,0.601,11,-8.828,1,0.0633,0.0346,2.67e-05,0.0565,0.83,97.548,195733,4,reggae
The Harder They Come,Jimmy Cliff,The Harder They Come (Original Motion Picture Soundtrack),40,0.729,0.686,1,-7.518,1,0.0935,0.406,9.35e-05,0.201,0.76,99.373,187667,4,reggae
Book Of Rules,The Heptones,Night Food,53,0.779,0.533,6,-14.152,1,0.0535,0.272,0.159,0.13,0.944,142.495,211467,4,reggae
Put It On,The Wailers,Burnin' (Deluxe Edition),50,0.794,0.539,2,-11.468,1,0.0757,0.418,0.272,0.143,0.869,90.112,238587,4,reggae
Time Tough,Toots & The Maytals,Funky Kingston,43,0.902,0.384,0,-12.998,1,0.0764,0.183,0.0,0.628,0.923,92.077,264160,4,reggae
Burial,Peter Tosh,Legalize It (Legacy Edition),32,0.783,0.632,7,-9.726,0,0.0997,0.3,0.00456,0.16,0.895,154.566,233840,4,reggae
Dreamland,Bunny Wailer,Bunny Wailer Sings The Wailers,48,0.865,0.292,1,-16.271,1,0.41,0.0206,0.000107,0.0586,0.818,143.2,165573,4,reggae
1865 (96º In The Shade),Third World,96 Degrees In The Shade,50,0.918,0.393,7,-16.088,1,0.15,0.0314,0.000153,0.0269,0.803,131.84,267827,4,reggae
Cool Down The Pace,Gregory Isaacs,Night Nurse (Expanded Edition),56,0.87,0.299,10,-13.409,1,0.248,0.122,0.0514,0.0926,0.933,75.895,317360,4,reggae
Exodus,Bob Marley & The Wailers,Exodus,55,0.868,0.744,7,-8.565,1,0.0502,0.0301,0.00517,0.172,0.961,132.836,460227,4,reggae
The Loser,Derrick Harriott,The Loser / Now We Know,45,0.725,0.641,7,-6.135,0,0.0481,0.194,0.00498,0.091,0.786,87.732,218653,4,reggae
Bush Doctor,Peter Tosh,The Toughest,45,0.757,0.489,4,-9.672,0,0.0628,0.0315,6.26e-05,0.103,0.805,136.435,244960,4,reggae
High Tide Or Low Tide,The Wailers,Marley (The Original Soundtrack),40,0.681,0.378,2,-10.386,1,0.0357,0.284,7.02e-06,0.125,0.426,90.722,249821,4,reggae
"Red, Gold And Green",Burning Spear,Marcus Garvey,34,0.674,0.674,7,-11.241,1,0.0527,0.0319,0.319,0.157,0.829,148.498,193880,4,reggae
Pressure Drop,Toots & The Maytals,Funky Kingston,34,0.66,0.392,8,-17.606,1,0.0365,0.601,0.0,0.0376,0.979,147.395,229560,4,reggae
Fisherman,The Congos,Heart Of The Congos,44,0.604,0.458,4,-15.055,0,0.161,0.432,0.00446,0.0804,0.636,174.248,328240,4,reggae
Rebel Music (3 O'Clock Roadblock),Bob Marley & The Wailers,Natty Dread,51,0.714,0.469,2,-11.136,1,0.104,0.419,0.000589,0.12,0.84,148.427,405667,4,reggae
Mystic Man,Peter Tosh,The Toughest,35,0.783,0.546,0,-8.248,1,0.0407,0.0447,0.0,0.588,0.766,136.375,356360,4,reggae
Looks Is Deceiving - 1990 Digital Remaster,The Gladiators,Dreadlocks The Time Is Now,50,0.777,0.376,11,-12.397,1,0.272,0.028,5.99e-06,0.118,0.71,157.804,152040,4,reggae
Police In Helicopter,John Holt,Police In Helicopter,55,0.683,0.653,9,-7.586,0,0.113,0.0326,8.42e-06,0.0578,0.501,143.224,219160,4,reggae
Bide Up,Bunny Wailer,Blackheart Man,36,0.799,0.317,7,-17.536,1,0.345,0.36,0.00765,0.104,0.782,131.039,154133,4,reggae
Cool Out Son,Junior Murvin,Reggae Anthology: Joe Gibbs - Scorchers From The Mighty Two,35,0.866,0.458,3,-8.434,1,0.201,0.00526,0.00974,0.0698,0.577,74.534,197933,4,reggae
I Shot The Sheriff,The Wailers,Burnin' (Deluxe Edition),56,0.801,0.641,8,-9.349,1,0.173,0.34,4.5e-05,0.0693,0.741,96.96,279720,4,reggae
Satisfy My Soul,Bob Marley & The Wailers,Kaya,62,0.779,0.418,7,-9.207,1,0.188,0.00333,0.000138,0.252,0.425,127.942,271000,4,reggae
Night Nurse,Gregory Isaacs,Night Nurse (Expanded Edition),62,0.824,0.366,7,-10.96,1,0.145,0.039,0.106,0.0403,0.895,73.949,249533,4,reggae
Dub Organizer,Augustus Pablo,This Is Augustus Pablo,39,0.825,0.65,9,-4.866,0,0.0303,0.42,0.934,0.146,0.966,133.008,178307,4,reggae
I Am the Upsetter,"Lee ""Scratch"" Perry",Explosive Rock Steady (Expanded Version),37,0.872,0.456,1,-7.723,1,0.0659,0.61,0.273,0.081,0.638,78.199,185893,4,reggae
Fighting Against Conviction,Bunny Wailer,Blackheart Man,52,0.703,0.336,1,-15.422,0,0.334,0.0937,0.0258,0.0447,0.712,73.911,310707,4,reggae
Guess Who's Coming To Dinner,Black Uhuru,Guess Who's Coming To Dinner,32,0.8,0.548,1,-16.243,1,0.0528,0.0326,0.0054,0.0633,0.925,134.942,381307,4,reggae
Wake Up And Live,Bob Marley & The Wailers,Survival,43,0.934,0.5,4,-8.194,0,0.071,0.166,0.0131,0.0708,0.962,134.211,298667,4,reggae
Pass The Kutchie,Mighty Diamonds,Reggae Anthology: Mighty Diamonds - Pass The Knowledge,42,0.7,0.476,0,-9.771,1,0.0703,4.48e-05,0.00158,0.0946,0.652,143.413,215667,4,reggae
Don't Give Up,Barrington Levy,Poor Man Style,52,0.83,0.467,9,-10.936,1,0.0953,0.0551,1.64e-05,0.0662,0.837,140.569,198440,4,reggae
Sensimilea,Barrington Levy,Poor Man Style,49,0.777,0.402,5,-9.378,0,0.156,0.00953,0.000848,0.0973,0.634,73.412,200800,4,reggae
The Sun Stop Shining,Cornell Campbell,Very Best,49,0.637,0.612,1,-7.298,1,0.0661,0.0314,0.000326,0.155,0.711,76.295,191160,4,reggae
Love And Affection,Pressure,Reggae Gold 2007,52,0.664,0.687,5,-6.172,0,0.173,0.00659,0.0,0.135,0.525,86.348,258653,4,reggae
Here Comes Trouble,Chronixx,Dread & Terrible,57,0.758,0.786,4,-4.897,0,0.108,0.156,0.0,0.0658,0.786,83.495,234587,4,reggae
Jamming,Bob Marley & The Wailers,Exodus,72,0.935,0.479,11,-10.981,0,0.306,0.107,5.25e-05,0.118,0.773,123.644,211000,4,reggae
Pressure Drop,The Maytals,Sweet and Dandy,47,0.605,0.641,8,-8.291,1,0.0446,0.0503,0.0,0.121,0.972,146.84,177440,4,reggae
Three Little Birds,Bob Marley & The Wailers,Exodus,75,0.826,0.49,9,-10.477,1,0.0676,0.00916,4.41e-06,0.0415,0.627,74.126,180267,4,reggae
"Take Me Home, Country Roads",Toots & The Maytals,20th Century Masters: The Millennium Collection: Best Of Toots & The Maytals,52,0.711,0.433,8,-12.042,1,0.0611,0.471,0.00426,0.12,0.934,87.527,201267,4,reggae
Stir It Up,Bob Marley & The Wailers,The Best Of Bob Marley & The Wailers 20th Century Masters The Millennium Collection,0,0.587,0.446,3,-9.388,1,0.0648,0.547,0.0,0.09,0.753,177.943,187107,4,reggae
Hail H.I.M - 2002 Remastered Version,Burning Spear,Hail H.I.M,49,0.775,0.652,4,-7.881,0,0.0583,0.149,0.18,0.0458,0.671,137.866,255800,4,reggae
The International Herb,Culture,Too Long In Slavery,52,0.825,0.433,5,-13.085,0,0.337,0.0585,0.0,0.0618,0.687,127.686,200960,4,reggae
Double Barrel,Dave & Ansell Collins,Ska & Reggae Classics,44,0.846,0.543,10,-8.244,1,0.188,0.113,1.49e-05,0.0849,0.772,80.812,166213,4,reggae
"Wonderful World, Beautiful People - Single Version",Jimmy Cliff,"Wonderful World, Beautiful People",55,0.782,0.386,2,-15.443,1,0.0302,0.0184,0.0,0.0525,0.904,105.849,195558,4,reggae
54-46 Was My Number,The Maytals,Ska & Reggae Classics,45,0.703,0.355,0,-7.761,1,0.16,0.204,9.82e-06,0.0642,0.638,159.104,190760,4,reggae
Boom Shacka Lacka,Hopeton Lewis,The Treasure Isle Story,42,0.738,0.717,7,-8.788,1,0.0458,0.543,0.0275,0.136,0.961,104.525,166480,4,reggae
Let Me Down Easy,Dennis Brown,Super Reggae & Soul Hits,50,0.743,0.443,7,-11.808,1,0.0878,0.049,1.25e-05,0.131,0.467,84.159,175027,4,reggae
Black Bud,The Pioneers,The Best of The Pioneers,41,0.82,0.487,10,-7.968,1,0.0519,0.0647,0.00112,0.104,0.713,98.141,136347,4,reggae
Sweet Sensation,The Melodians,Ska & Reggae Classics,43,0.958,0.569,0,-7.895,1,0.0713,0.104,0.169,0.0778,0.966,122.08,232667,4,reggae
Beat Down Babylon,Junior Byles,Beat Down Babylon (Expanded Version),42,0.852,0.44,2,-11.456,1,0.0747,0.761,0.157,0.102,0.964,135.399,155387,4,reggae
Satisfaction,Carl Dawkins,Mr Satisfaction (1966-1976),43,0.772,0.406,0,-6.347,1,0.24,0.81,0.00966,0.075,0.497,88.14,109947,4,reggae
Small Axe,Bob Marley & The Wailers,"I Am The Upsetter - The Story Of The Lee ""Scratch"" Perry Golden Years",39,0.816,0.522,10,-7.697,1,0.219,0.756,0.0,0.205,0.869,98.703,234080,4,reggae
Monkey Spanner,Dave & Ansell Collins,Ska & Reggae Classics,41,0.731,0.621,5,-8.026,1,0.0519,0.0379,0.000777,0.119,0.936,76.124,150253,4,reggae
Blood and Fire,Niney The Observer,Observer Station,44,0.851,0.267,7,-16.025,1,0.0847,0.676,0.00828,0.0442,0.824,83.444,188414,4,reggae
Mighty Redeemer (Pt. 1),Justin Hinds,The Treasure Isle Story,40,0.87,0.449,7,-9.106,1,0.0501,0.304,0.0,0.11,0.934,89.662,151253,4,reggae
Kingston Town,Lord Creator,Ska & Reggae Classics,42,0.937,0.512,10,-8.431,1,0.0986,0.569,0.0134,0.24,0.965,115.18,189760,4,reggae
Love For Everyone,The Viceroys with Hubcap & The Wheels,The Story Of Trojan Records,0,0.946,0.557,7,-7.522,1,0.0544,0.212,5.58e-05,0.0246,0.968,111.721,118387,4,reggae
Love of the Common People,Nicky Thomas,Ska & Reggae Classics,40,0.673,0.665,1,-6.794,1,0.101,0.194,4.17e-06,0.355,0.908,101.86,137427,4,reggae
Africa Is Paradise,Conscious Minds,The Best of Lloyd Charmers,38,0.633,0.313,0,-12.29,1,0.0566,0.798,0.0,0.205,0.62,155.445,195440,4,reggae
What Does It Take (To Win Your Love),Alton Ellis,The Treasure Isle Story,42,0.811,0.482,5,-10.099,1,0.0479,0.235,0.000915,0.12,0.922,116.544,197987,4,reggae
Rivers of Babylon,The Melodians,Ska & Reggae Classics,41,0.703,0.661,7,-7.255,1,0.0503,0.366,3.38e-05,0.23,0.915,109.444,205680,4,reggae
The Further You Look (The Less You See),John Holt,4000 Volts of Holt: The Classic Albums Collection,39,0.54,0.7,8,-8.992,1,0.103,0.0353,0.0,0.153,0.809,80.046,188467,4,reggae
Words of My Mouth,The Gatherers,A Live Injection: Anthology 1968-1979,31,0.872,0.622,9,-7.329,0,0.0448,0.186,3.05e-06,0.154,0.95,141.295,216787,4,reggae
Sister Big Stuff,John Holt,The Treasure Isle Story,39,0.77,0.418,8,-7.834,1,0.133,0.574,3.42e-06,0.0861,0.93,83.041,151133,4,reggae
Herbsman Shuffle,King Stitt,Reggae Beat,39,0.555,0.308,0,-15.024,1,0.129,0.374,0.581,0.205,0.6,179.924,161200,4,reggae
Iggy Iggy,Lord Comic,The Story Of Trojan Records,0,0.913,0.84,5,-9.777,0,0.181,0.48,0.000165,0.0653,0.939,111.971,144840,4,reggae
Music Alone Shall Live,The Medetators,The Story Of Trojan Records,0,0.862,0.568,1,-8.617,1,0.12,0.752,0.0,0.0702,0.881,92.737,158760,4,reggae
Better Must Come,Delroy Wilson,Delroy Wilson's Big Hits,54,0.715,0.578,9,-7.54,1,0.102,0.00354,9.59e-05,0.301,0.918,74.349,163920,4,reggae
"One Life to Live, One Life to Give (Livin' in Love)",Phyllis Dillon,The Treasure Isle Story,38,0.771,0.398,0,-11.013,1,0.206,0.287,2.35e-06,0.129,0.652,85.693,153360,4,reggae
Let The Power Fall On I,Max Romeo,Let The Power Fall,38,0.863,0.577,7,-10.523,1,0.366,0.0899,0.000584,0.177,0.961,97.083,136221,4,reggae
The Three Bells (aka Jimmy Brown),Ken Parker,Treasure Isle Presents: Original Reggae,37,0.664,0.494,7,-9.874,1,0.0445,0.0389,0.00383,0.143,0.48,84.128,149760,4,reggae
I Love You Madly,Busty Brown,I Love You Madly,29,0.645,0.565,0,-8.365,0,0.0748,0.773,1.66e-06,0.1,0.801,92.771,203182,4,reggae
Pity The Children,Cornell Campbell,The Story Of Trojan Records,0,0.838,0.51,5,-8.524,1,0.123,0.332,2.16e-05,0.0678,0.819,146.601,158227,4,reggae
Lively Up Yourself - Eric ET Thorngren Remix,Bob Marley & The Wailers,Essential Marley,42,0.854,0.652,7,-8.467,1,0.0571,0.583,8.77e-05,0.131,0.948,128.04,175280,4,reggae
This Is Reggae Music - Single Version,Zap Pow,This Is Reggae Music / Break Down The Barriers,32,0.854,0.38,7,-16.803,1,0.316,0.544,0.223,0.066,0.777,81.731,190653,4,reggae
Life,Bob Andy,Pied Piper - The Best of Bob & Marcia,43,0.796,0.526,11,-10.325,0,0.369,0.597,2.12e-06,0.076,0.905,150.439,222440,4,reggae
Miss Labba Labba,The Twinkle Brothers,The Story Of Trojan Records,0,0.827,0.636,9,-8.907,1,0.113,0.565,0.0,0.293,0.945,73.887,117373,4,reggae
Coming Again,Junior Byles,Beat Down Babylon,36,0.665,0.512,5,-7.967,1,0.0871,0.555,0.0763,0.278,0.612,139.41,150907,4,reggae
Jordan River,Max Romeo,The Max Romeo Catalog Chapter 1 - Verse 1-16,39,0.709,0.498,4,-10.026,1,0.298,0.424,1.36e-05,0.103,0.664,86.441,195292,4,reggae
Sincerely Yours,Carlton & The Shoes,Love Me Forever,38,0.763,0.521,5,-11.169,1,0.0431,0.223,0.0,0.254,0.972,131.182,156547,4,reggae
One Woman,Lloyd Charmers,"Reggae Classic Love Songs, Vol. 2",27,0.759,0.393,11,-14.697,1,0.24,0.252,0.122,0.105,0.466,81.375,195285,4,reggae
Botheration - Reggae Version,Justin Hinds,The Treasure Isle Story,36,0.79,0.529,7,-7.741,1,0.391,0.531,0.0177,0.145,0.966,76.124,131640,4,reggae
Private Number,Bob & Marcia,"Young, Gifted & Black",38,0.814,0.445,5,-9.974,1,0.035,0.513,0.00136,0.099,0.962,105.344,180920,4,reggae
Put a Little Love In Your Heart,Marcia Griffiths,"Young, Gifted & Black",41,0.675,0.541,6,-9.14,0,0.0456,0.475,0.00144,0.165,0.887,104.512,158800,4,reggae
Stalag 17,Ansel Collins,Double Barrel - The Best of Dave & Ansel Collins,39,0.867,0.401,5,-9.49,1,0.255,0.408,0.743,0.072,0.49,81.125,179293,4,reggae
"Too Late - 7"" Mix",Gregory Isaacs,The Winner - The Roots of Gregory Isaacs 1974-1978,39,0.924,0.484,0,-8.96,1,0.205,0.0166,4.31e-05,0.0764,0.96,123.37,166787,4,reggae
You Are My Angel,Horace Andy,Super Best,33,0.772,0.689,6,-9.329,0,0.197,0.522,0.0149,0.101,0.949,139.805,174219,3,reggae
Another Day Is Dawning (aka There Is A Hope Somewhere),Earl Lawrence,The Story Of Trojan Records,0,0.73,0.567,1,-7.121,0,0.144,0.52,0.00164,0.063,0.804,87.684,190893,4,reggae
Pirate,The Ethiopians,The Treasure Isle Story,36,0.846,0.516,9,-6.334,1,0.379,0.141,0.00209,0.0724,0.799,76.062,152773,4,reggae
